Cd,Cu,Pb,Zn,Alkal,BOD,COD,Fecal_Col,Hardness,NO2,NO3,TDS,TSS,TKN,Total_P,Temp,DO,DO%,pH,Turb,Cond,Level,Flow,WQI
0.0002,0.002,0.003,0.006,44.1,2,5,188,61,0.07,0.01,142,1,0.307,0.02,10.33,8.82,78.8,6.92,4.2,209,1.03,0.15,80.5
0.0002,0.002,0.003,0.009,37.8,2,9,5000,72,0.249,0.01,219,1,0.319,0.198,11.21,10.18,92.8,7.27,3.98,347,,,69.77
0.0002,0.002,0.003,0.007,41,2,11,44,50,0.05,0.01,152,1,0.215,0.027,9.62,10.23,89.9,7.49,3.78,224,2.69,4.1,85.13
0.0002,0.002,0.003,0.011,39.9,2.29,16,1800,54,0.3,0.011,160,14,1.47,0.096,11.73,8.2,75.7,7.51,3.24,249,,,73.53
0.0002,0.002,0.003,0.005,35.7,2,7,45,36,0.083,0.01,102,1,0.272,0.01,10.84,15.37,138.9,6.81,2.54,113,0.56,3.1,83.27
0.0002,0.002,0.003,0.005,37.8,2,8,1000,39,0.289,0.01,93,10,0.467,0.044,11.49,19.36,177.6,6.89,3.67,111,,,49.28
0.0002,0.002,0.003,0.006,53.6,2,7,720,54,0.317,0.01,107,12,0.516,0.026,10.12,16.73,148.7,6.97,13.3,145,2.03,3.8,49.11
0.0002,0.002,0.003,0.005,34.6,2,5,196,35,0.197,0.01,94,5,0.332,0.014,10.36,21.4,191.2,7.05,6.23,103,3.22,3.6,52.81
0.0002,0.002,0.003,0.005,45.2,2,5,800,40,0.208,0.01,97,4,0.451,0.021,10.98,19.4,175.9,6.81,14.1,119,2.24,0.97,48.49
0.0002,0.002,0.003,0.008,43,2,6,560,70,0.288,0.01,136,2,0.294,0.037,11.24,17.38,158.6,7.23,3.7,182,,,50.79
0.0002,0.002,0.003,0.005,37.8,3.33,19,124,39,0.05,0.01,88,5,1,0.038,12.83,31.32,296.2,7.2,10.4,115,,,51.88
0.0002,0.002,0.003,0.02,42,2,10,120,75,0.05,0.01,141,1,0.439,0.037,9.9,16.99,150.3,7.02,1.75,204,,,54.36
0.0002,0.002,0.003,0.03,55.7,2,16,120,87,4.87,0.015,195,2,1.07,0.081,13.87,9.46,91.6,6.97,7.74,314,2.02,22,71.32
0.0002,0.004,0.003,0.022,92.4,2,9,140,92,0.552,0.01,200,1,0.383,0.045,11.82,10.83,101.5,7.45,3.82,327,,,82.04
0.0002,0.002,0.003,0.015,46.2,2,10,200,60,0.176,0.01,90,3,0.1,0.025,11.95,10.03,93,6.46,9.22,148,,,78.17
0.0002,0.002,0.003,0.02,68.3,2,8,140,87,0.49,0.01,158,2,0.535,0.044,12.15,9.72,90.6,6.23,4.77,160,2.22,5.7,78.15
0.0002,0.002,0.003,0.019,88.2,2,8,84,78,0.15,0.01,119,3,0.361,0.022,12.11,9.91,92.3,6.37,6.01,218,0.99,2.9,80.72
0.0002,0.003,0.003,0.016,62,2,11,58,83,0.333,0.01,141,2,0.34,0.037,12.15,9.98,93,6.15,7.87,201,0.85,3.3,79.53
0.0002,0.002,0.003,0.017,68.3,2,12,88,87,0.244,0.01,143,2,0.254,0.033,12.13,9.96,93.4,6.46,8.72,230,1.91,5,80.11
0.0002,0.004,0.003,0.015,52.5,2,17,228,68,0.127,0.01,106,5,0.426,0.035,11.74,10.7,99.5,7.26,10.5,163,1.12,0.97,80.26
0.0002,0.003,0.003,0.021,113,2,13,11200,61,0.552,0.01,237,1,0.257,0.11,12.11,10.49,98.4,7.1,4.09,388,,,67.69
0.0002,0.002,0.003,0.028,67.2,2,14,5400,53,0.342,0.01,157,2,0.395,0.062,12.02,10.13,94.6,7.34,8.92,247,2.98,12,87.03
0.0002,0.002,0.003,0.019,69.3,2,7,132,70,0.6,0.01,140,1,0.162,0.031,12.41,9.74,93.3,6.96,4.46,246,,,81.62
0.0002,0.003,0.003,0.01,26.3,2,12,96,30,0.165,0.01,70,4,0.402,0.032,11.76,10.01,92.3,7.09,18.6,53,0.95,17,80.59
0.0002,0.002,0.003,0.014,33.6,2,12,500,36,0.199,0.01,75,4,0.209,0.027,11.89,9.6,88.9,6.93,28.9,103,,,74.09
0.0002,0.002,0.003,0.017,38.9,2,17,112,47,0.3,0.01,78,13,0.498,0.107,11.45,9.86,90.3,7.03,18.6,116,2,4.2,79.15
0.0002,0.002,0.003,0.016,23.1,2,10,68,33,0.217,0.01,67,8,0.203,0.032,11.25,9.85,89.9,7.05,16.8,88,3.83,3.8,81.7
0.0002,0.002,0.003,0.01,31.5,2,6,56,34,0.138,0.01,69,9,0.321,0.038,11.6,11,101.1,7.05,24.7,95,2.58,3.8,81.27
0.0002,0.002,0.003,0.012,51.5,2,5,176,62,0.248,0.01,95,13,0.181,0.03,11.57,10.88,100,7.35,16.8,144,,,80.07
0.0002,0.002,0.003,0.011,30.5,2.56,24,200,36,0.063,0.01,53,15,0.765,0.063,12.08,10.84,100.8,7.37,21.8,96,,,78.04
0.0002,0.004,0.003,0.016,43.1,2,5,80,58,0.317,0.01,108,3,0.367,0.053,11.58,11.03,101.4,7.29,9.63,156,,,82.59
0.0002,0.004,0.003,0.035,55.9,2,8,232,82,3.59,0.01,169,4,0.843,0.069,5.47,14.34,113.7,6.98,15,278,2.2,39,72.1
0.0002,0.004,0.003,0.044,88.2,2,10,144,123,0.986,0.01,218,6,0.187,0.053,2.99,16.75,124.5,7.52,7.2,329,,,79.46
0.0002,0.013,0.003,0.008,33.3,2,11,600,45,0.311,0.01,83,3,0.31,0.032,3.33,15.72,117.9,7.3,9.71,138,,,76.35
0.0002,0.003,0.003,0.024,61.7,2,6,1080,96,0.671,0.01,184,2,0.302,0.047,4.01,16.17,123.5,7.04,6.21,264,2.43,11,74.23
0.0002,0.005,0.003,0.016,58.8,2,8,460,82,0.709,0.01,169,2,0.246,0.037,3.82,16.16,122.8,7.04,7.36,246,1.08,5,77.1
0.0002,0.002,0.003,0.021,57.8,2,10,100,77,0.461,0.01,148,1,0.271,0.025,4.56,15.87,122.9,7.08,11.5,217,0.91,3.9,80.49
0.0002,0.002,0.003,0.02,60.8,2,11,160,81,0.516,0.01,169,3,0.266,0.03,4.3,19.03,146.4,7.63,14.1,248,1.98,7.8,51.85
0.0002,0.002,0.003,0.034,46.1,2,5,208,84,0.335,0.01,140,8,0.308,0.04,3.18,15.85,118.4,7.4,18.8,198,1.14,2.2,78.83
0.0002,0.002,0.003,0.06,110,2,14,180,76,0.756,0.01,275,2,0.209,0.06,3.54,16.12,121.6,7.15,5.01,398,,,80.72
0.0002,0.002,0.003,0.026,61.7,2,11,200,80,0.586,0.01,174,2,0.419,0.05,3.09,15.48,115.3,7.28,12.2,260,,,79.56
0.0002,0.002,0.003,0.024,60.8,2,8,600,75,0.649,0.01,168,6,0.285,0.05,3.59,15.1,114.1,7.15,9.39,251,3.2,25,75.8
0.0002,0.002,0.003,0.012,16.7,2,10,88,26,0.17,0.01,51,9,0.523,0.03,4.06,16.64,127.1,7.32,15.9,51,2.28,200,80.84
0.0002,0.002,0.003,0.019,28.4,2,5,380,36,0.342,0.01,83,1,0.207,0.04,3.96,15.93,121.4,6.82,12,78,,,76.76
0.0002,0.002,0.003,0.011,39.2,2,8,140,47,0.32,0.01,99,13,0.38,0.031,3.53,16.14,121.6,6.49,19.8,105,2.2,15,77.31
0.0002,0.002,0.003,0.008,19.6,2,8,84,35,0.418,0.01,67,11,0.195,0.06,3.59,16.4,123.7,6.46,26.6,59,4.01,27,77.1
0.0002,0.002,0.003,0.018,30.4,2,11,104,38,0.239,0.01,87,13,0.218,0.04,3.96,16.67,127.1,6.58,35.7,92,2.63,5.5,75.67
0.0002,0.002,0.003,0.013,52.9,2,8,72,46,0.409,0.01,108,6,0.603,0.03,3.36,16.7,125.3,6.63,23.6,128,,,78.63
0.0002,0.002,0.003,0.029,26.5,2,5,340,32,0.213,0.01,107,10,0.566,0.07,4.51,16.69,129.1,7.06,32,100,,,73.93
0.0002,0.002,0.003,0.01,36.3,2,21,36,40,0.369,0.01,111,2,0.323,0.05,3.84,17.47,132.8,6.98,18.7,112,,,81.44
0.0002,0.003,0.003,0.059,50,2,11,176,71,4.15,0.084,185,19,1.5,0.162,7.86,12.2,102.7,7.42,12.5,270,2.2,39,72.07
0.0002,0.004,0.003,0.044,78.4,2,10,176,112,0.59,0.01,194,7,0.324,0.06,6.87,13.88,114,7.94,6.38,309,,,80.23
0.0002,0.003,0.003,0.012,33.3,2,9,84,43,0.286,0.01,91,4,0.562,0.05,6,12.99,104.4,7.81,12.2,138,,,81.73
0.0002,0.002,0.003,0.023,60.8,2,6,236,86,0.619,0.01,158,7,0.343,0.06,7.06,11.94,98.6,7.56,9.34,250,2.35,8.3,79.9
0.0002,0.002,0.003,0.024,53.9,2,5,820,76,0.519,0.01,134,7,0.327,0.05,7.26,12.58,104.4,7.68,11,221,1.07,4.8,75.39
0.0002,0.004,0.003,0.047,54.9,2,5,216,68,0.398,0.01,103,14,0.461,0.04,7.1,12.39,102.3,7.58,39,203,0.91,3.9,75.79
0.0002,0.003,0.003,0.022,54.9,2,5,4800,81,0.425,0.01,143,11,0.755,0.061,6.61,11.67,95.3,7.94,25.5,216,1.97,7.5,67.85
0.0002,0.002,0.003,0.015,42.1,2,9,96,71,0.217,0.01,134,9,0.686,0.07,6.28,12.82,103.8,7.41,23.2,176,1.13,2,80.57
0.0002,0.002,0.003,0.041,100,2,5,1000,65,0.644,0.01,255,4,0.346,0.104,6.42,12.81,104.1,7.5,6.08,409,,,74.6
0.0002,0.004,0.003,0.032,55.9,2,10,180,83,0.489,0.01,154,10,0.358,0.07,6.33,12.6,102.1,7.67,21.8,217,3.16,23,78.8
0.0002,0.002,0.003,0.033,55.9,2,5,260,87,0.572,0.01,145,6,0.297,0.051,6.77,12.64,103.6,7.9,10.8,227,,,78.09
0.0002,0.002,0.003,0.025,15.7,2,7,43,91,0.157,0.01,44,8,0.402,0.04,4.71,12.82,99.7,7.25,13.3,70,2.58,275,84.29
0.0002,0.002,0.003,0.017,28.4,2,5,340,86,0.259,0.01,63,3,0.322,0.03,7.14,11.53,95.3,7.13,11.3,106,,,78.81
0.0002,0.002,0.003,0.027,36.3,2,7,16,74,0.317,0.01,91,9,0.492,0.04,6.45,12.14,98.7,7.14,21.4,137,2.18,15,84.61
0.0002,0.002,0.003,0.015,19.6,2,7,40,69,0.322,0.01,70,18,0.376,0.05,5.83,11.94,95.6,7.21,28.1,83,3.9,23,81.82
0.0002,0.002,0.003,0.023,29.4,2,5,44,77,0.211,0.01,61,21,0.357,0.04,7.16,11.94,98.9,6.75,48.1,127,2.62,5.3,77.85
0.0002,0.002,0.003,0.016,51,2,5,320,85,0.32,0.01,99,8,0.411,0.04,6.63,12.95,105.7,7.18,28.1,165,,,76.6
0.0002,0.005,0.003,0.042,22.5,3.47,21,320,67,0.181,0.01,80,19,0.842,0.1,7.43,12.05,100.4,7.21,41.6,120,,,73.4
0.0002,0.003,0.003,0.015,37.2,2,12,100,69,0.326,0.01,111,6,0.511,0.071,6.24,12.47,100.9,7.17,20.1,152,,,80.12
0.0002,0.003,0.003,0.03,50.8,2,21,76,82,4.99,0.075,266,4,1.27,0.109,3.92,13.31,101.4,7.03,14.5,442,2.14,30,70.96
0.0002,0.006,0.003,0.036,75,2,14,6200,112,0.805,0.01,264,6,0.311,0.06,2.31,15.63,114.1,7.36,9.03,474,,,70.56
0.0002,0.003,0.003,0.005,34,2,13,480,91,0.374,0.01,128,3,0.306,0.03,2.44,14.33,105,7.47,12.2,209,,,77.26
0.0002,0.005,0.003,0.014,57,2,13,220,83,0.7,0.01,274,4,0.294,0.05,3.07,13.99,104.3,7.14,11.25,462,2.35,6.9,79.69
0.0002,0.003,0.003,0.011,50,2,13,240,76,0.507,0.01,258,2,0.306,0.03,3.05,14.11,105,7.17,8.5,245,1.08,5.7,80.14
0.0002,0.003,0.003,0.012,29,2.1,18,240,81,0.106,0.01,150,5,0.614,0.04,3.05,14.04,104.5,7.01,15.9,245,1.19,13,79.16
0.0002,0.005,0.003,0.019,49,2,16,600,74,0.401,0.01,325,6,0.371,0.03,2.46,14.02,102.8,6.33,18.5,507,2.15,14,73.24
0.0002,0.004,0.003,0.011,48,2,11,460,86,0.217,0.01,446,4,0.342,0.03,1.87,15.03,108.5,6.54,12.8,811,1.11,2,75.7
0.0002,0.003,0.003,0.018,93,2,6,4200,83,0.686,0.01,345,2,0.317,0.06,1.84,14.84,107,6.95,5.03,608,,,72.46
0.0002,0.008,0.003,0.056,53,2,17,164,86,0.403,0.01,344,3,0.42,0.05,1.95,15.3,110.7,7.18,12.5,607,3.31,28,80.37
0.0002,0.005,0.003,0.021,52,2,5,920,77,0.459,0.01,244,2,0.577,0.04,2.32,13.9,101.6,7.28,9.78,420,,,75.87
0.0002,0.003,0.003,0.005,19,2,11,29,25,0.249,0.01,95,6,0.298,0.03,2.85,13.35,99.5,8.1,25.4,86,1.09,28,81.44
0.0002,0.002,0.003,0.006,28,2,5,184,32,0.318,0.01,99,1,0.243,0.02,2.33,12.53,91.4,7.08,10.3,134,,,80.35
0.0002,0.002,0.003,0.005,41,2,9,48,56,0.599,0.01,154,3,1.53,0.02,2.45,13.2,96.7,6.77,11.6,259,2.07,12,82.54
0.0002,0.006,0.003,0.005,19,2,7,49,43,0.485,0.01,81,7,0.244,0.03,2.71,13.06,96.2,7.18,18,93,3.94,24,82.85
0.0002,0.002,0.003,0.005,35,8,16,50,41,0.315,0.01,140,4,0.301,0.028,3.79,12.37,93.9,6.87,15.3,174,2.56,4.6,75.1
0.0002,0.002,0.003,0.005,62,2,6,52,37,0.724,0.023,194,3,1.39,0.03,2.3,13.42,97.9,7.06,8.42,317,,,83.81
0.0002,0.004,0.003,0.005,33,2,20,56,51,0.213,0.01,188,4,0.305,0.04,3.66,14.01,106,7.71,16.5,310,,,82.28
0.0002,0.004,0.003,0.035,38,2,15,40,48,0.441,0.01,150,2,0.294,0.037,2.7,13.45,99.2,7.46,15.9,225,,,82.85
0.0002,0.004,0.003,0.024,57,2.7,9,76,84,3.37,0.212,198,6,1.66,0.1,10.09,11.89,105.7,7.12,9.05,295,2.13,39,77.32
0.0002,0.005,0.003,0.017,89,2,9,800,121,0.459,0.01,224,1,0.439,0.18,9.38,16.05,140.2,7.71,4.05,342,,,49.77
0.0002,0.002,0.003,0.014,58,2,6,180,83,0.338,0.01,165,3,0.463,0.03,9.36,12.7,110.9,7.59,6.08,255,,,81.16
0.0002,0.002,0.003,0.005,40,3.25,5,360,52,0.337,0.01,127,4,0.435,0.01,9.75,13.76,121.2,7.54,8.82,187,,,76.59
0.0002,0.002,0.003,0.011,65,2,5,124,93,0.473,0.01,188,3,0.362,0.04,10.47,13.08,117.2,7.4,4.72,242,2.32,6.2,82.26
0.0002,0.002,0.003,0.005,60,2,7,120,76,0.259,0.01,164,3,0.487,0.03,10.56,14.14,127,7.56,6.46,240,1.03,4.6,81.27
0.0002,0.003,0.003,0.011,64,2,5,58,61,0.196,0.01,164,3,0.897,0.03,10.52,13.88,124.6,7.59,8.61,238,0.82,2.6,82.84
0.0002,0.003,0.003,0.009,65,2,8,124,53,0.181,0.01,178,5,0.364,0.02,9.07,12.25,106.2,7.1,11.1,258,2.01,8.8,81.63
0.0002,0.004,0.003,0.016,50,2,11,132,49,0.13,0.01,162,9,0.583,0.04,8.62,13.19,113.2,7.19,20.2,221,1.09,1.3,80.29
0.0002,0.003,0.003,0.018,97,2,11,360,66,0.448,0.01,243,4,0.394,0.07,8.44,13.55,115.8,7.34,9.58,386,,,78.4
0.0002,0.003,0.003,0.012,65,2,5,88,47,0.255,0.01,174,5,0.484,0.045,9.31,13.04,113.8,7.49,15.1,271,2.1,16,80.67
0.0002,0.007,0.003,0.005,25,2,5,132,29,0.11,0.01,76,4,0.403,0.04,9.41,12.68,110.8,7.31,24.3,93,,,79.46
0.0002,0.015,0.003,0.005,30,2,5,108,34,0.232,0.01,94,3,0.398,0.04,8.73,13.17,113.2,7.14,9.25,128,,,81.87
0.0002,0.002,0.003,0.005,44,2,5,42,50,0.333,0.01,113,6,0.33,0.02,9.15,13.29,115.4,7.17,10.9,174,2.07,12,83.71
0.0002,0.005,0.003,0.005,21,2,5,36,30,0.347,0.01,75,22,0.34,0.03,8.66,12.81,109.9,7.17,17,87,3.91,23,83.58
0.0002,0.002,0.003,0.005,32,2,5,76,35,0.281,0.01,105,8,0.474,0.02,9.62,12.75,112,7.03,25.6,145,2.56,4.6,80.21
0.0002,0.003,0.003,0.005,61,2,5,104,73,0.612,0.01,138,6,0.447,0.02,8.82,13.38,115.3,7.51,11.7,205,,,80.92
0.0002,0.002,0.003,0.005,39,2,6,108,46,0.192,0.01,126,11,0.919,0.24,10.17,13.92,123.8,7.55,16.2,173,,,79.87
0.0002,0.005,0.003,0.005,47,2,5,760,66,0.255,0.01,130,5,0.874,0.12,9.59,14.45,126.9,7.66,9.82,187,,,75
0.0002,0.004,0.004,0.019,64.9,2.29,28,420,85,6.2,0.111,207,3,1.38,0.13,15.73,12.43,125.3,7.4,5.48,332,2.09,26,66.08
0.001,0.016,0.006,0.046,63.8,11.8,75,22000,81,0.821,0.075,171,19,2.15,0.06,14.53,13.9,136.6,7.68,24.3,239,,,54.67
0.0002,0.005,0.003,0.018,81.4,4.88,35,4600,31,0.198,0.021,155,7,1.84,0.06,15.15,12.52,124.6,7.69,9.95,218,,,66.8
0.0002,0.005,0.003,0.007,69.3,5.43,37,4400,68,2.1,0.027,121,8,1.43,0.067,14.11,13.78,134.1,7.72,15.8,175,,,62.9
0.0002,0.017,0.004,0.024,62.7,10.4,57,19000,70,0.616,0.041,140,13,1.72,0.07,15.21,13.21,131.7,7.6,14.5,211,2.69,21,57.21
0.0002,0.012,0.004,0.006,68.2,8.96,54,5600,79.9,0.384,0.031,146,4,1.89,0.056,15.39,13.46,134.7,7.67,9.7,225,1.21,8.3,62.32
0.0002,0.004,0.003,0.014,77,5.26,46,6200,74,0.261,0.022,141,9,1.21,0.056,15.86,14.2,143.5,7.73,23.2,154,1.01,8.9,42.19
0.0002,0.004,0.004,0.01,92,4.4,35,4600,93,0.342,0.018,173,22,1.3,0.08,15.12,11.88,118.2,7.29,21.8,259,3.82,78,66.9
0.0002,0.007,0.004,0.016,55,11,57,38000,54,0.339,0.035,123,38,2.37,0.23,14.98,13.58,134.7,7.34,40.8,175,1.46,15,50.99
0.0002,0.011,0.006,0.057,49.5,13,72,21000,56,0.66,0.062,126,33,2.39,0.24,14.43,14.04,137.6,7.39,38.2,180,,,51.37
0.0002,0.007,0.005,0.025,93.5,9.57,56,60000,99,0.365,0.029,174,98,2.35,0.17,15.23,13.46,134.3,7.52,70.1,272,2.23,19,48
0.0002,0.002,0.003,0.005,34.1,2,54,44,31,0.115,0.01,74,4,1.33,0.02,14.73,11.51,113.5,8.07,10.1,97,,,82.73
0.0002,0.005,0.003,0.008,44,4.98,38,2400,38,0.486,0.029,99,5,1.41,0.08,13.82,9.35,90.4,7.19,8.29,126,,,69.69
0.0002,0.004,0.003,0.005,58.3,2,13,228,56,0.169,0.01,108,26,0.821,0.01,14.73,10.88,107.4,7.32,8.52,158,1.89,10,80.81
0.0002,0.002,0.003,0.005,24.2,2,18,152,28,0.329,0.01,55,8,1.11,0.02,14.41,11.49,112.5,7.24,12.5,89,3.73,20,80.52
0.0002,0.002,0.003,0.005,45.1,2,16,500,38,0.212,0.01,91,6,0.637,0.02,14.86,11.41,112.9,7.08,12,119,2.57,3.9,76.91
0.0002,0.002,0.003,0.005,89.1,2,22,580,56,0.311,0.01,137,3,0.917,0.01,14.29,11.4,111.4,7.34,5.25,214,,,77.81
0.0002,0.002,0.003,0.005,60.5,2,29,2800,53,0.164,0.012,107,4,2.15,0.03,14.95,11.19,110.9,7.47,6.82,155,,,73.91
0.0002,0.004,0.003,0.005,81.4,2,23,600,85,0.204,0.014,141,3,1.98,0.03,14.01,12.25,119,7.49,5.9,225,,,77.04
0.0002,0.006,0.007,0.059,128,4.03,51,5600,59,8.26,0.068,502,10,2.53,0.38,17.78,10.44,110.1,7.28,9.23,509,2.18,56,53.33
0.0002,0.005,0.003,0.033,42.9,2,31,5200,20,3.95,0.029,146,16,1.49,0.166,17.88,8.64,91.1,7.14,7.14,22.4,,,62.71
0.0002,0.008,0.003,0.024,66,2,32,8200,81,0.651,0.078,161,5,1.07,0.029,16.86,9.22,95.1,7.48,8.91,230,,,69.11
0.0002,0.005,0.003,0.019,50.6,2,25,3600,41,0.308,0.01,115,8,0.792,0.071,17.65,8.06,84.6,7.28,9.87,187,,,71.81
0.0002,0.002,0.003,0.006,39.6,2,32,5800,45,0.109,0.01,97,9,0.845,0.057,19.06,8.16,88.1,7.35,10.5,146,,,70.52
0.0002,0.004,0.003,0.012,50.6,2,35,5800,55,0.477,0.01,113,5,1.02,0.064,17.67,7.77,81.5,7.23,11.1,166,2.53,15,69.65
0.0002,0.003,0.003,0.01,45.1,2,32,4200,52,0.351,0.028,115,6,0.856,0.044,17.71,8.31,87.3,7.31,8.89,163,1.07,4.8,71.64
0.0002,0.004,0.003,0.013,44,2,27,5200,54,0.319,0.01,101,9,0.814,0.035,17.19,8.92,92.7,7.4,19.2,138,1.01,8.9,69.72
0.0002,0.006,0.003,0.018,39.6,2,39,10800,40,0.328,0.017,97,15,1.1,0.044,17.16,8.08,83.9,7.29,28.7,125,3.72,66,64.98
0.0002,0.006,0.003,0.011,30.8,2.45,40,10000,43,0.318,0.024,85,21,1.44,0.065,17.33,8.17,85.2,7.52,29.3,99,1.31,7,64.19
0.0002,0.011,0.003,0.019,61.6,2,30,9000,52,0.335,0.018,127,8,0.792,0.072,16.96,8.62,89.5,7.35,15.6,195,,,67.26
0.0002,0.006,0.003,0.017,46.2,2.05,35,8200,48,0.343,0.01,116,35,1.1,0.047,17.1,8.75,90.8,7.27,33.8,154,2.32,24,66.3
0.0002,0.012,0.003,0.008,29.7,2,19,400,36,0.129,0.01,70,5,0.833,0.01,17.14,8.27,85.8,7.56,17,94,,,76.66
0.0002,0.006,0.003,0.01,38.5,2,19,30000,36,0.131,0.01,75,5,0.918,0.012,17.47,7.7,80.4,7.21,7.67,57,,,65.76
0.0002,0.01,0.003,0.007,39.6,2,19,960,40,0.237,0.01,90,11,0.676,0.01,17.85,7.86,82.8,7.03,16.3,131,2.17,20,73.93
0.0002,0.004,0.003,0.005,28.6,2,12,580,31,0.18,0.01,66,18,0.658,0.01,17.19,8.52,88.5,7.05,25.3,83,3.72,20,74.54
0.0002,0.003,0.003,0.007,31.9,2,9,220,34,0.145,0.01,74,16,0.548,0.012,17.71,8.29,87.1,6.91,29,91,2.66,5.5,76.9
0.0002,0.003,0.003,0.012,49.5,2,16,940,38,0.453,0.01,100,10,0.67,0.032,17.51,8.46,88.5,7.03,17.3,144,,,73.8
0.0002,0.004,0.003,0.02,34.1,2,34,200,32,0.111,0.01,90,16,1.43,0.023,19.02,8.65,93.3,7.1,26.6,107,,,77.87
0.0002,0.008,0.003,0.008,57.2,2,34,840,33,0.07,0.01,128,15,1.19,0.063,17.9,9.24,97.4,7.12,19.6,166,,,74.64
0.0002,0.006,0.003,0.041,66,2,39,3000,35,2.22,0.018,271,21,1.82,0.108,19.34,8.36,90.8,7.09,20.5,403,2.83,146,68.64
0.0006,0.017,0.009,0.096,23.1,3.27,35,17000,23.8,0.756,0.01,80,315,1.19,0.027,24.02,9.66,114.8,6.98,160,83,3.11,155,64.43
0.0002,0.008,0.003,0.011,33,2,21,7400,32.3,0.311,0.077,74,4,0.693,0.074,25.18,11.42,138.6,7.39,12.4,97,,,67.38
0.0002,0.007,0.003,0.011,24.1,3.62,29,55000,27.6,0.207,0.01,78,31,1.25,0.069,25.42,9.72,119.3,7.07,29.5,89,,,58.38
0.0002,0.006,0.003,0.015,36.6,6.07,19,60000,32.3,0.05,0.01,92,31,1.04,0.055,27.79,10.09,128.4,7.31,27.7,81,,,55.75
0.0002,0.009,0.003,0.015,26.4,2.51,31,2000,26.6,0.263,0.01,71,25,0.81,0.084,26.24,8.85,109.6,6.96,37.4,85,2.71,21,69.04
0.0002,0.006,0.003,0.016,25.3,3.01,26,60000,23.8,0.288,0.01,77,16,1.06,0.082,26.07,10.52,129.8,7.12,33.6,75,1.14,6.4,57.02
0.0002,0.008,0.003,0.02,27.5,2.41,23,7800,28.5,0.184,0.01,77,21,0.784,0.054,25.64,9.34,114.4,7.02,40,83,0.83,4.1,64.84
0.0002,0.006,0.003,0.033,33,2.72,5,6000,32.8,0.218,0.01,88,22,0.951,0.074,24.43,8.58,102.8,7.15,27.9,92,3.4,37,67.66
0.0002,0.007,0.003,0.009,33,3.92,36,23000,31.4,0.335,0.01,89,40,1.38,0.062,23.85,9.84,116.6,7.26,36.8,95,1.53,18,61.15
0.0002,0.018,0.003,0.017,56.1,2.42,36,60000,62.7,0.284,0.01,152,17,1,0.068,23.26,10.45,122.5,7.31,29.7,187,,,58.76
0.0002,0.01,0.003,0.01,34.1,2.02,36,9800,35.2,0.194,0.01,97,50,1.28,0.086,24.22,9.44,113.6,7.2,54.9,103,2.2,17,62.5
0.0002,0.002,0.003,0.005,38.5,2.19,19,200,35.2,0.07,0.01,81,1,0.605,0.01,24.14,8.85,105.4,7.58,4.84,95,,,81.19
0.0002,0.005,0.003,0.008,27.5,5.68,24,12000,22.8,0.164,0.01,73,30,0.864,0.077,24.27,8.89,106.2,7.26,45.3,74,,,59.65
0.0002,0.007,0.003,0.005,33,7,23,9000,29.5,0.146,0.01,86,72,1.01,0.095,23.87,6.84,81.1,7.06,80.9,92,2.86,51,54.81
0.0002,0.002,0.003,0.005,30.8,2.19,11,760,32.5,0.162,0.01,78,33,0.504,0.06,22.93,9.44,110,7.21,30.8,77,3.67,18,72.99
0.0002,0.004,0.003,0.007,27.5,3.63,25,8000,22.8,0.1,0.01,77,69,0.742,0.068,24.37,9.85,117.8,7.35,82.7,76,3.26,23,60.62
0.0002,0.005,0.003,0.005,36.3,2,20,4400,33.3,0.311,0.01,83,24,0.783,0.024,23.47,9.06,106.6,7.27,41,89,,,67.8
0.0002,0.003,0.003,0.005,36.3,3.53,27,600,31.4,0.05,0.01,84,15,1.21,0.057,26.49,9.45,117.5,7.25,14.8,103,,,73.88
0.0002,0.006,0.003,0.005,62.7,2,25,6200,57,0.191,0.01,132,9,1.06,0.095,23.64,9.68,114.3,7.41,12.5,156,,,69.61
0.0002,0.009,0.004,0.032,55,2.39,30,17000,35.2,0.86,0.01,171,66,1.28,0.076,25.24,8.63,105,7.49,68.7,233,2.86,150,60.17
0.0002,0.008,0.003,0.053,24.5,2.14,5,27000,35,0.407,0.034,119,43,0.882,0.092,25.6,7.95,97.3,6.88,43.3,150,,,61.19
0.0002,0.005,0.003,0.028,29.1,2,19,8400,41.2,0.05,0.01,81,2,0.474,0.065,25.82,10.21,125.4,7.27,6.73,123,,,68.85
0.0002,0.006,0.003,0.031,27.3,2,22,5800,43.2,0.05,0.017,93,7,0.816,0.06,25.48,8.2,100.1,7.1,14.5,127,,,70.35
0.0002,0.002,0.003,0.017,35.5,2,20,3200,42.2,0.356,0.01,88,4,0.883,0.039,25.75,9.42,115.6,7.21,8.9,134,,,72.77
0.0002,0.005,0.003,0.019,32.8,2,21,6600,48.4,0.05,0.014,114,5,1.02,0.054,26.58,8.33,103.8,7.09,11.9,152,2.39,11,70.14
0.0002,0.006,0.003,0.028,25.4,2,25,9400,31,0.043,0.013,79,8,0.981,0.06,26.16,9.93,122.8,7.34,16.4,108,0.96,4.2,66.9
0.0002,0.006,0.003,0.034,22.8,2,24,41000,31,0.335,0.01,87,34,0.962,0.065,25.86,9.42,115.8,7.22,61.9,93,0.78,3.1,58.14
